@relation 'Allegheny_County_Crash_Data_Nominal-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R1-5,7-16,20-33,35-51,53-55,57-61,65-68'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2064,0,618,1275,0.326466,1,0.769575,1,0.230425,0.869785,0.677786,1.475391,0.000002
2064,0,616,1277,0.325409,1,0.770149,1,0.229851,0.870152,0.677281,1.476493,0.000002
2064,0,614,1279,0.324353,1,0.770724,1,0.229276,0.870519,0.676775,1.477595,0.000002
2064,0,613,1280,0.323825,1,0.771012,1,0.228988,0.870702,0.676523,1.478147,0.000002
2064,0,612,1281,0.323296,1,0.7713,1,0.2287,0.870886,0.67627,1.4787,0.000002
2064,0,553,1340,0.292129,1,0.788689,1,0.211311,0.881863,0.66136,1.512037,0.000002
2064,0,552,1341,0.291601,1,0.788991,1,0.211009,0.882051,0.661107,1.512615,0.000002
2064,0,509,1384,0.268885,1,0.802176,1,0.197824,0.890231,0.65024,1.537894,0.000003
2064,0,478,1415,0.252509,1,0.811959,1,0.188041,0.896222,0.642406,1.556648,0.000003
2064,0,460,1433,0.243001,1,0.81775,1,0.18225,0.899738,0.637857,1.56775,0.000003
2064,0,458,1435,0.241944,1,0.818398,1,0.181602,0.900131,0.637352,1.568993,0.000003
2064,0,443,1450,0.23402,1,0.823295,1,0.176705,0.903085,0.633561,1.578381,0.000003
2064,0,423,1470,0.223455,1,0.829916,1,0.170084,0.907053,0.628506,1.591074,0.000003
2064,0,421,1472,0.222398,1,0.830584,1,0.169416,0.907452,0.628001,1.592354,0.000004
2064,0,403,1490,0.21289,1,0.836644,1,0.163356,0.911057,0.623452,1.603972,0.000004
2064,0,384,1509,0.202853,1,0.843137,1,0.156863,0.914894,0.61865,1.616422,0.000004
2064,0,368,1525,0.1944,1,0.848684,1,0.151316,0.918149,0.614607,1.627056,0.000004
2064,0,357,1536,0.18859,1,0.85254,1,0.14746,0.920401,0.611827,1.634449,0.000005
2064,0,343,1550,0.181194,1,0.857499,1,0.142501,0.923283,0.608289,1.643955,0.000005
2064,0,341,1552,0.180137,1,0.858212,1,0.141788,0.923697,0.607784,1.645322,0.000005
2064,0,339,1554,0.179081,1,0.858926,1,0.141074,0.92411,0.607278,1.646692,0.000005
2064,0,324,1569,0.171157,1,0.864322,1,0.135678,0.927224,0.603487,1.657035,0.000006
2064,0,323,1570,0.170629,1,0.864684,1,0.135316,0.927432,0.603235,1.657729,0.000006
2064,0,314,1579,0.165874,1,0.867956,1,0.132044,0.929311,0.60096,1.664003,0.000007
2064,0,296,1597,0.156366,1,0.874576,1,0.125424,0.933092,0.596411,1.676695,0.000008
2064,0,286,1607,0.151083,1,0.878298,1,0.121702,0.935206,0.593884,1.68383,0.000008
2064,0,268,1625,0.141574,1,0.885077,1,0.114923,0.939035,0.589335,1.696827,0.000009
2064,0,261,1632,0.137876,1,0.887742,1,0.112258,0.940533,0.587566,1.701935,0.00001
2064,0,251,1642,0.132594,1,0.891577,1,0.108423,0.942681,0.585039,1.709287,0.000012
2064,0,242,1651,0.127839,1,0.895056,1,0.104944,0.944622,0.582765,1.715958,0.000014
2064,0,227,1666,0.119915,1,0.900917,1,0.099083,0.947876,0.578974,1.727193,0.000016
2064,0,207,1686,0.10935,1,0.908851,1,0.091149,0.952249,0.57392,1.742404,0.000018
2064,0,191,1702,0.100898,1,0.915299,1,0.084701,0.955777,0.569876,1.754767,0.000021
2064,0,180,1713,0.095087,1,0.919786,1,0.080214,0.958217,0.567096,1.763369,0.000025
2064,0,173,1720,0.091389,1,0.922664,1,0.077336,0.959777,0.565327,1.768887,0.000031
2064,0,172,1721,0.090861,1,0.923077,1,0.076923,0.96,0.565075,1.769678,0.070867
2059,5,109,1784,0.057581,0.997578,0.949723,0.997578,0.050277,0.973062,0.54789,1.820763,0.076924
2059,5,108,1785,0.057052,0.997578,0.950162,0.997578,0.049838,0.973292,0.547637,1.821603,0.125012
2059,5,105,1788,0.055468,0.997578,0.951479,0.997578,0.048521,0.973983,0.546879,1.824129,0.235296
2057,7,94,1799,0.049657,0.996609,0.956299,0.996609,0.043701,0.976038,0.543594,1.83337,0.250005
2057,7,93,1800,0.049128,0.996609,0.956744,0.996609,0.043256,0.97627,0.543341,1.834223,0.25926
2047,17,66,1827,0.034865,0.991764,0.968765,0.991764,0.031235,0.980129,0.53399,1.857269,0.27572
2046,18,66,1827,0.034865,0.991279,0.96875,0.991279,0.03125,0.979885,0.533738,1.85724,0.32
2031,33,27,1866,0.014263,0.984012,0.98688,0.984012,0.01312,0.985444,0.520091,1.891999,0.432433
2016,48,5,1888,0.002641,0.976744,0.997526,0.976744,0.002474,0.987026,0.51074,1.912408,0.444445
2015,49,0,1893,0,0.97626,1,0.97626,0,0.987987,0.509224,1.917151,0.989795
2014,50,0,1893,0,0.975775,1,0.975775,0,0.987739,0.508971,1.917151,0.999118
2013,51,0,1893,0,0.975291,1,0.975291,0,0.987491,0.508719,1.917151,0.999991
2006,58,0,1893,0,0.971899,1,0.971899,0,0.985749,0.50695,1.917151,0.999999
1957,107,0,1893,0,0.948159,1,0.948159,0,0.97339,0.494567,1.917151,0.999999
1894,170,0,1893,0,0.917636,1,0.917636,0,0.957049,0.478645,1.917151,0.999999
1817,247,0,1893,0,0.880329,1,0.880329,0,0.936357,0.459186,1.917151,0.999999
1700,364,0,1893,0,0.823643,1,0.823643,0,0.903294,0.429618,1.917151,1
1107,957,0,1893,0,0.536337,1,0.536337,0,0.698202,0.279757,1.917151,1
537,1527,0,1893,0,0.260174,1,0.260174,0,0.412918,0.135709,1.917151,1
1,2063,0,1893,0,0.000484,1,0.000484,0,0.000969,0.000253,?,1
0,2064,0,1893,0,0,?,0,?,?,0,?,1.00001
